0.004,0.0224025895,-0.3372764812,-0.1559613139,0.0046647407,0.0001498398,-0.0136510956,0.0006025298
0.008,0.0247626884,-0.3401085998,-0.1447129799,0.0040389275,0.0001409569,-0.0141331194,0.0016469148
0.012,0.0224025895,-0.3382205207,-0.1222163118,0.0055408791,-0.0008893798,-0.0144544687,0.0002008433
0.016,0.0224025895,-0.3382205207,-0.1222163118,0.0055408791,-0.0008893798,-0.0144544687,0.0002008433
0.02,0.0224025895,-0.3382205207,-0.1222163118,0.0055408791,-0.0008893798,-0.0144544687,0.0002008433
0.024,0.0526118553,-0.2962107605,-0.2684446541,0.0045395781,0.0005867351,-0.0125263733,-0.0008435417
0.028,0.0526118553,-0.2962107605,-0.2684446541,0.0045395781,0.0005867351,-0.0125263733,-0.0008435417
0.032,0.0837651606,-0.2428725256,-0.4202971634,0.0050402286,-5.05632036639399E-005,-0.0123656987,0.0015665775
0.036,0.0837651606,-0.2428725256,-0.4202971634,0.0050402286,-5.05632036639399E-005,-0.0123656987,0.0015665775
0.04,0.0837651606,-0.2428725256,-0.4202971634,0.0050402286,-5.05632036639399E-005,-0.0123656987,0.0015665775
0.044,0.0922615166,-0.2329601103,-0.5187200861,0.0042266715,0.0005917341,-0.0105179407,0.0013657342
0.048,0.0922615166,-0.2329601103,-0.5187200861,0.0042266715,0.0005917341,-0.0105179407,0.0013657342
0.052,0.0960376749,-0.2277678927,-0.5440288376,0.0042892528,-0.0005085504,-0.0111606391,0.0004820238
0.056,0.0960376749,-0.2277678927,-0.5440288376,0.0042892528,-0.0005085504,-0.0111606391,0.0004820238
0.06,0.0974537342,-0.2258798136,-0.5384046706,0.0042892528,0.0005129034,-0.0113213138,0.0002410119
0.064,0.0974537342,-0.2258798136,-0.5384046706,0.0042892528,0.0005129034,-0.0113213138,0.0002410119
0.068,0.0974537342,-0.2258798136,-0.5384046706,0.0042892528,0.0005129034,-0.0113213138,0.0002410119
0.072,0.0922615166,-0.2343761696,-0.5890221737,0.0046647407,0.0011107863,-0.0118836749,0.0015665775
0.076,0.0922615166,-0.2343761696,-0.5890221737,0.0046647407,0.0011107863,-0.0118836749,0.0015665775
0.08,0.0785729431,-0.2447606047,-0.5355925871,0.0040389275,0.0013733696,-0.009794905,0.0028519743
0.084,0.0785729431,-0.2447606047,-0.5355925871,0.0040389275,0.0013733696,-0.009794905,0.0028519743
0.088,0.0785729431,-0.2447606047,-0.5355925871,0.0040389275,0.0013733696,-0.009794905,0.0028519743
0.092,0.0733807255,-0.2461766641,-0.5805859232,0.0041640902,0.0021588888,-0.010598278,0.0026109624
0.096,0.0733807255,-0.2461766641,-0.5805859232,0.0041640902,0.0021588888,-0.010598278,0.0026109624
0.1,0.0677164882,-0.2490087827,-0.5299684201,0.003538277,-2.4472167020141E-005,-0.0126870479,0.0011648909
0.104,0.0677164882,-0.2490087827,-0.5299684201,0.003538277,-2.4472167020141E-005,-0.0126870479,0.0011648909
0.108,0.0502517564,-0.2608092772,-0.490599251,0.004727322,0.0013944615,-0.0121246868,-0.0003213492
0.112,0.0502517564,-0.2608092772,-0.490599251,0.004727322,0.0013944615,-0.0121246868,-0.0003213492
0.116,0.0271227873,-0.2570331189,-0.4371696644,0.0040389275,0.0006527991,-0.0106786153,0.0007230357
0.12,0.0271227873,-0.2570331189,-0.4371696644,0.0040389275,0.0006527991,-0.0106786153,0.0007230357
0.124,0.0271227873,-0.2570331189,-0.4371696644,0.0040389275,0.0006527991,-0.0106786153,0.0007230357
0.128,0.0082419962,-0.2617533167,-0.4034246624,0.0044144154,0.0027356797,-0.0088308573,0.0013255655
0.132,0.0082419962,-0.2617533167,-0.4034246624,0.0044144154,0.0027356797,-0.0088308573,0.0013255655
0.136,-0.0243273685,-0.2664735145,-0.3134379902,0.0046647407,0.0007227469,-0.0103572661,0.0008033731
0.14,-0.0243273685,-0.2664735145,-0.3134379902,0.0046647407,0.0007227469,-0.0103572661,0.0008033731
0.144,-0.0427361398,-0.2570331189,-0.2262634015,0.0046647407,0.0020933824,-0.0106786153,0.0017674207
0.148,-0.0427361398,-0.2570331189,-0.2262634015,0.0046647407,0.0020933824,-0.0106786153,0.0017674207
0.152,-0.0701132869,-0.2575051387,-0.1587733974,0.0037886023,0.0007183055,-0.010598278,0.0018075894
0.156,-0.0701132869,-0.2575051387,-0.1587733974,0.0037886023,0.0007183055,-0.010598278,0.0018075894
0.16,-0.0701132869,-0.2575051387,-0.1587733974,0.0037886023,0.0007183055,-0.010598278,0.0018075894
0.164,-0.0871059989,-0.2608092772,-0.0378538067,0.0045395781,0.0017530836,-0.0100359169,0.0019280953
0.168,-0.0871059989,-0.2608092772,-0.0378538067,0.0045395781,0.0017530836,-0.0100359169,0.0019280953
0.172,-0.1163712252,-0.2532569607,0.0015153624,0.0044769967,0.0028056276,-0.0085095081,0.0017272521
0.176,-0.1163712252,-0.2532569607,0.0015153624,0.0044769967,0.0028056276,-0.0085095081,0.0017272521
0.18,-0.1470525107,-0.2518409014,0.0802537005,0.0044769967,0.0009758897,-0.0105179407,0.0017674207
0.184,-0.1470525107,-0.2518409014,0.0802537005,0.0044769967,0.0009758897,-0.0105179407,0.0017674207
0.188,-0.1470525107,-0.2518409014,0.0802537005,0.0044769967,0.0009758897,-0.0105179407,0.0017674207
0.192,-0.1800938952,-0.2433445454,0.1730524562,0.0044769967,0.0018402396,-0.0105179407,0.0024101192
0.196,-0.1800938952,-0.2433445454,0.1730524562,0.0044769967,0.0018402396,-0.0105179407,0.0024101192
0.2,-0.2051109434,-0.2490087827,0.2152337088,0.003726021,1.10593834451891E-005,-0.0107589526,0.001968264
0.204,-0.2051109434,-0.2490087827,0.2152337088,0.003726021,1.10593834451891E-005,-0.0107589526,0.001968264
0.208,-0.2419284861,-0.2494808025,0.2855357964,0.0038511836,-0.0003730962,-0.0107589526,0.001968264
0.212,-0.2419284861,-0.2494808025,0.2855357964,0.0038511836,-0.0003730962,-0.0107589526,0.001968264
0.216,-0.2693056332,-0.2424005058,0.350213717,0.0034756957,0.0003036175,-0.0105179407,0.0020084326
0.22,-0.2693056332,-0.2424005058,0.350213717,0.0034756957,0.0003036175,-0.0105179407,0.0020084326
0.224,-0.2693056332,-0.2424005058,0.350213717,0.0034756957,0.0003036175,-0.0105179407,0.0020084326
0.228,-0.2910185429,-0.2438165652,0.3586499676,0.0041640902,0.0012773307,-0.009794905,0.001968264
0.232,-0.2910185429,-0.2438165652,0.3586499676,0.0041640902,0.0012773307,-0.009794905,0.001968264
0.236,-0.3061231758,-0.2409844465,0.3923949696,0.0040389275,0.000574526,-0.0097145677,0.0017674207
0.24,-0.3061231758,-0.2409844465,0.3923949696,0.0040389275,0.000574526,-0.0097145677,0.0017674207
0.244,-0.3471888965,-0.2348481894,0.4345762222,0.0036634397,0.0015082662,-0.0111606391,0.0001606746
0.248,-0.3471888965,-0.2348481894,0.4345762222,0.0036634397,0.0015082662,-0.0111606391,0.0001606746
0.252,-0.3471888965,-0.2348481894,0.4345762222,0.0036634397,0.0015082662,-0.0111606391,0.0001606746
0.256,-0.3552132327,-0.2405124267,0.5048783098,0.0039763462,0.0013073055,-0.011642663,-0.0011247223
0.26,-0.3552132327,-0.2405124267,0.5048783098,0.0039763462,0.0013073055,-0.011642663,-0.0011247223
0.264,-0.3773981623,-0.2343761696,0.4880058088,0.0039137649,0.0017092268,-0.0106786153,0.0002410119
0.268,-0.3773981623,-0.2343761696,0.4880058088,0.0039137649,0.0017092268,-0.0106786153,0.0002410119
0.272,-0.3981670325,-0.2315440509,0.5245628944,0.0034131144,0.0017969405,-0.0093932184,0.0014460715
0.276,-0.3981670325,-0.2315440509,0.5245628944,0.0034131144,0.0017969405,-0.0093932184,0.0014460715
