0.02,-0.040848061,-0.218799517,-0.14471298,0.002662139,-0.003357512,-0.005938714,4.02E-05
0.04,-0.066337129,-0.29809884,-0.231887569,0.001723419,-0.00352794,-0.006501075,-0.000241012
0.06,-0.114483146,-0.443952951,-0.434357581,0.002036326,-0.001977993,-0.00577804,4.02E-05
0.08,-0.114955166,-0.426488219,-0.439981748,0.002286651,-0.002279434,-0.006501075,-0.000160675
0.1,-0.115899205,-0.376926143,-0.454042165,0.00128535,-0.000257619,-0.004492643,-0.000120506
0.12,-0.140916254,-0.323587908,-0.459666332,0.001911163,-0.002733538,-0.006822425,-8.03E-05
0.14,-0.163101183,-0.281578147,-0.445605915,0.002036326,-0.001191916,-0.004813992,-0.000281181
0.16,-0.19047833,-0.259393218,-0.380927994,0.001035025,-0.001144176,-0.005697702,-0.000160675
0.18,-0.257033119,-0.238624348,-0.338746742,0.001848582,-0.002776837,-0.005697702,-0.000321349
0.2,-0.327364066,-0.249480802,-0.24876007,0.001723419,-0.001611046,-0.004974667,0.000281181
0.22,-0.404775309,-0.287714404,-0.172833815,0.002662139,-0.001676552,-0.005055004,0
0.24,-0.472746157,-0.325475987,-0.102531727,0.000909862,-0.000489112,-0.004894329,-0.000562361
0.26,-0.536468827,-0.376926143,0.012763696,0.001410512,-0.002344941,-0.006581413,0.000281181
0.28,-0.588391003,-0.419407923,0.074629534,0.001535675,-0.002571992,-0.006742087,-0.00060253
0.3,-0.625208546,-0.447257089,0.156179955,0.001723419,-0.003139343,-0.006260064,-0.000522192
0.32,-0.672410523,-0.487378771,0.23210621,0.001786,-0.002065149,-0.005296016,-0.00060253
0.34,-0.6790188,-0.51003572,0.254602878,0.002286651,-0.002344941,-0.006581413,0.000361518
0.36,-0.65919397,-0.515227937,0.293972047,0.001598256,-0.001418968,-0.004974667,0.000361518
0.38,-0.653529732,-0.504843502,0.322092882,0.002411813,-0.002575876,-0.005215679,-0.000642698
0.4,-0.623320467,-0.499651285,0.324904966,0.001035025,-0.003414693,-0.007304448,-0.000160675
0.42,-0.601607557,-0.487378771,0.319280798,0.002536976,-0.003440784,-0.006983099,-8.03E-05
0.44,-0.591223122,-0.46755394,0.361462051,0.001347931,0.000449628,-0.004331968,0.00060253
0.46,-0.578478588,-0.444424971,0.409267471,0.001410512,-0.002034617,-0.005376353,-0.000241012
0.48,-0.601607557,-0.438760733,0.443012473,0.001035025,0.000571757,-0.004653317,-4.02E-05
0.5,-0.597831399,-0.434984575,0.45707289,0.001786,-0.000524086,-0.005055004,-0.000642698
0.52,-0.586502924,-0.414215705,0.437388306,0.001723419,-0.002654707,-0.006019052,-0.000482024
0.54,-0.59499928,-0.420351962,0.468321224,0.002286651,-0.002008526,-0.005697702,0
0.56,-0.245704644,-0.370789885,0.338965383,0.001535675,-0.002178954,-0.006260064,-0.000200843
0.58,-0.303763077,-0.376454123,0.61736165,0.001535675,-0.002029618,-0.003367921,-0.000923879
