0.02,8.19E-05,0.00084866,0,0.030951697,0,0,0,-0.1854408,-0.5878943,-0.02611965
0.04,-0.003626916,-0.010909226,-0.000522393,0.027871699,0,0,0,0.0257098,0.00102355,0.01305795
0.06,-0.00311272,-0.010888755,-0.000261234,0.015828956,0,0,0,0.00098,-3.72E-05,-0.0096796
0.08,-0.00309312,-0.010889499,-0.000454826,0.032826595,0,0,0,-0.00026135,-0.54557,0.04513565
0.1,-0.003098347,-0.021800899,0.000447887,0.018621219,0,0,0,-0.0628809,0.0119567,-0.02508435
0.12,-0.004355965,-0.021561765,-5.38E-05,-0.026372875,0,0,0,-0.87274805,-0.01245805,-0.0073329
0.14,-0.021810926,-0.021810926,-0.000200458,0.014267023,0,0,0,0.0111698,0.0111698,0.0062079
0.16,-0.02158753,-0.02158753,-7.63E-05,-0.013560484,0,0,0,-1.0928494,-0.03736195,0.00726
0.18,-0.043444518,-0.022334769,6.89E-05,0.020261385,0,0,0,-0.0076135,0.57269065,0.0024404
0.2,-0.043596788,-0.010880956,0.000117708,-0.017207906,0,0,0,-0.01285075,0.3670369,0.0070215
0.22,-0.043853803,-0.003540218,0.000258138,0.014330287,0,0,0,-2.16423495,0.39382655,0.0131882
0.24,-0.087138502,0.004336313,0.000521902,-0.016802864,0,0,0,-2.18447245,-0.2556028,0.03488085
0.26,-0.130827951,-0.000775743,0.001219519,0.020866636,0,0,0,-1.1078183,-0.23338645,0.03028865
0.28,-0.152984317,-0.005443472,0.001825292,-0.014191229,0,0,0,-1.07615795,-0.2736487,0.00035375
0.3,-0.174507476,-0.010916446,0.001832367,0.020869773,0,0,0,-2.88235445,-0.4214884,0.0707484
0.32,-0.232154565,-0.019346214,0.003247335,-0.014324018,0,0,0,-1.50219235,-0.1251827,0.0210124
0.34,-0.262198412,-0.021849868,0.003667583,0.021676701,0,0,0,-1.01682745,-1.08085245,-0.000977
0.36,-0.282534961,-0.043466917,0.003648043,-0.013721373,0,0,0,-2.26631755,-0.01239625,0.18448295
0.38,-0.327861312,-0.043714842,0.007337702,0.020991164,0,0,0,-1.0989177,-0.0007558,-0.1833791
0.4,-0.349839666,-0.043729958,0.00367012,-0.013318042,0,0,0,-2.67647165,-0.997995,-0.0053296
0.42,-0.403369099,-0.063689858,0.003563528,0.021817967,0,0,0,-1.7053488,-0.09657765,0.00540365
0.44,-0.437476075,-0.065621411,0.003671601,-0.013390323,0,0,0,-1.24296825,-1.1221241,0.0011932
0.46,-0.46233544,-0.088063893,0.003695465,0.023485024,0,0,0,-0.9874952,1.11624915,0.18304425
0.48,-0.482085344,-0.06573891,0.00735635,-0.013485574,0,0,0,-2.2369411,-1.1032559,0.0006385
0.5,-0.526824166,-0.087804028,0.00736912,0.02362055,0,0,0,-1.0943755,0.000508,-4.265E-05
0.52,-0.548711676,-0.087793868,0.007368267,-0.012069477,0,0,0,-0.9088431,0.02901235,0.1805543
0.54,-0.566888538,-0.087213621,0.010979353,0.023661312,0,0,0,-1.10032365,-1.09205055,-0.3659153
0.56,-0.588895011,-0.109054632,0.003661047,-0.007978244,0,-0.011507485,0.02301308,0.0219901,1.09380415,0.1827789
0.58,-0.588455209,-0.087178549,0.007316625,0.025369823,0,0.003212906,-0.041349717,-1.13361705,-0.00626935,0.1837049
0.6,-0.61112755,-0.087303936,0.010990723,-0.012762783,0,-0.018790568,-0.01632126,-2.09056635,0.01227095,0.36378275
0.62,-0.652938877,-0.087058517,0.018266378,-0.024546582,0,-0.024949503,-0.003972881,-1.1231039,-0.00449965,-0.1819085
0.64,-0.675400955,-0.08714851,0.014628208,-0.010919412,0,-0.021150172,-0.023189927,-1.20384045,-0.01431055,-0.18105105
0.66,-0.699477764,-0.087434721,0.011007187,0.010129294,0,-0.017076545,-0.015432943,-1.050506,-0.925969,-0.0168154
0.68,-0.720487884,-0.105954101,0.010670879,-0.036163186,-0.014582808,0.01095795,-0.011820619,-3.97398825,0.9735556,0.5551934
0.7,-0.799967649,-0.086482989,0.021774747,0.01198617,0.015210172,-0.029901918,0.021590374,-2.13326185,0.00295515,-0.1820763
0.72,-0.842632886,-0.086423886,0.018133221,0.018838936,-0.00711297,0.007808197,-0.043835361,-1.3477268,-1.1137271,0.0056111
0.74,-0.869587422,-0.108698428,0.018245443,-0.019546512,-0.006968807,-0.010643,0.008775059,-1.1202084,-0.0040517,-0.18191035
0.76,-0.89199159,-0.108779462,0.014607236,0.016642141,-0.00682418,-0.010425745,0.00859646,-1.24026115,-1.10957555,0.18563715
0.78,-0.916796813,-0.130970973,0.018319979,-0.020013116,-0.006679511,-0.010208427,0.008417809,-3.22064085,1.09738405,0.36499915
0.8,-0.98120963,-0.109023292,0.025619962,0.016652238,-0.006534816,-0.009991069,0.008239127,-1.10464905,-0.001567,0.00036825
0.82,-1.003302611,-0.109054632,0.025627327,-0.029473509,-0.006390779,-0.009774699,0.008061255,1.8337648,-0.03946905,-0.1751023
0.84,-0.966627315,-0.109844013,0.022125281,0.034698184,-0.006252152,-0.009566457,0.007890066,1.44326545,1.1305169,-0.1911076
0.86,-0.937762006,-0.087233675,0.018303129,-0.013436728,-0.006111031,-0.000983196,-0.009025373,-2.2542899,-0.0065287,0.36798035
0.88,-0.982847804,-0.087364249,0.025662736,0.022469721,-0.005968273,-0.000963401,-0.00881239,1.0144721,-0.00705285,0.18567295
0.9,-0.962558362,-0.087505306,0.029376195,-0.013358401,-0.005824128,-0.000943414,-0.008597338,0.13836225,0.0125784,-0.00422265
0.92,-0.959791117,-0.087253738,0.029291742,0.021861236,0.02134409,-0.021162461,-0.011969784,2.30480155,1.09949015,-0.1865272
0.94,-0.913695086,-0.065263935,0.025561198,-0.014748478,-0.019259636,0.022441284,0.00910718,-1.2924612,-0.0142834,0.18897335
0.96,-0.93954431,-0.065549603,0.029340665,0.022534536,0.010662838,-0.022079597,-0.016454778,-0.0433294,1.09047805,0.3684497
0.98,-0.940410898,-0.043740042,0.036709659,-0.012273735,-0.06509435,0.046440798,-0.00317709,-0.9469468,-1.0835087,-0.0055908
1,-0.959349834,-0.065410216,0.036597843,-0.028194978,0.04765216,-0.052007703,0.039275196,2.1170986,-0.0045173,-0.36395645
1.02,-0.917007862,-0.065500562,0.029318714,-0.027646284,-0.022558076,0.028343533,-0.007175415,0.7552196,1.1276389,0.1560777
1.04,-0.90190347,-0.042947784,0.032440268,-0.010021708,0.013160031,-0.013452937,0.017897464,-0.26961585,1.06727515,0.19099895
1.06,-0.907295787,-0.021602281,0.036260247,-0.030838557,-0.012005072,0.018543079,-0.005318352,-0.2493427,-0.0059367,0.1922628
1.08,-0.912282641,-0.021721015,0.040105503,-0.030215989,-0.063152149,0.048621442,0.017673507,-0.1099514,-0.0026179,0.1875708
1.1,-0.914481669,-0.021773373,0.043856919,-0.007668591,0.096636405,-0.089423695,0.032902496,1.5626237,0.8171238,-0.20408125
1.12,-0.883229195,-0.005430897,0.039775294,-0.030951557,-0.096326576,0.072834298,0.008920593,1.3792748,0.20880215,-0.1474437
1.14,-0.855643699,-0.001254854,0.03682642,-0.030317517,0.201383365,-0.180143148,0.049355097,0.0691629,0.424714,0.36469215
1.16,-0.854260441,0.007239426,0.044120263,-0.007885066,-0.189829897,0.188835516,-0.002506105,1.23172035,0.7296419,0.17599525
1.18,-0.829626034,0.021832264,0.047640168,0.059111961,0.192503247,-0.21070969,-0.024171362,1.94259305,1.0456143,0.1291838
1.2,-0.790774173,0.04274455,0.050223844,0.045252104,-0.188737714,0.167910785,0.042547641,2.51760025,0.04048475,-0.50073725
1.22,-0.740422168,0.043554245,0.040209099,0.044334214,0.127748161,-0.136972305,0.025644957,3.26850585,-0.000125,0.18264275
1.24,-0.675052051,0.043551745,0.043861954,-0.011787465,-0.12832263,0.096276455,-0.00041292,-0.39990305,1.12749395,0.2109074
1.26,-0.683050112,0.066101624,0.048080102,-0.012750356,0.093211323,-0.084889015,0.02996472,1.40222485,-0.0300531,0.3446243
1.28,-0.655005615,0.065500562,0.054972588,0.031225077,-0.129372668,0.119021334,-0.015094154,2.31297685,1.07315815,0.1708088
1.3,-0.608746078,0.086963725,0.058388764,-0.015270191,0.096769841,-0.098073728,0.054999377,3.1720785,1.10485885,-0.53962105
1.32,-0.545304508,0.109060902,0.047596343,0.016777678,-0.096305031,0.093993905,-0.014577491,3.67932225,0.4434307,-1.19212215
1.34,-0.471718063,0.117929516,0.0237539,-0.016150943,0.034178208,-0.048988651,0.033174934,1.8748323,-0.4687081,0.6344478
1.36,-0.434221417,0.108555354,0.036442856,0.012287663,0.077448619,-0.044002968,-0.019523986,4.13602875,2.2613132,1.49664935
1.38,-0.351500842,0.153781618,0.066375843,-0.029220804,0.076381841,-0.080662347,0.055140064,1.0993942,1.0979313,-0.00019215
1.4,-0.329512958,0.175740244,0.066372,0.013002454,-0.095840943,0.087203207,0.035682753,2.3148282,-0.0726616,-0.3931264
